    ASU_ID;ASU_NOMBRE                                                                                                                                            ;ESTADO    ;CONTRATO                                          ;CONTRATO_ANTERIOR                                 ;SUBCARTERA                                        ;CARTERA                                                                                                                                                                                                                                                   ;CEDENTE                                                                                                                                                                                                                                                   ;DD_TAS_DESCRIPCION                                                                                                                                    ;    PRC_ID;DD_TPO_DESCRIPCION                                                                                                                                    ;FECHA_ENVIO                             ;FECHA_PRESENTACION                      ;FECHA_RESULTADO                         ;RESULTADO                               ;MOTIVO_REQUERIMIENTO                                                                                ;DENEGACION                              ;FECHA_SOLUCION                          ;NUM_AUTOS                                         ;PLAZA                                                                                                                                                 ;JUZGADO                                                                                                                                                                                                                                                                                                               
      1720;1720 | A11545795 BRASSICA GROUP, S.A.                                                                                                                 ;Aceptado  ;9620309829334                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1721;1721 | B18336149 DISTRANSA GRUPO EMPRESARIAL, S.L.                                                                                                    ;Aceptado  ;7258620000296                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1721;1721 | B18336149 DISTRANSA GRUPO EMPRESARIAL, S.L.                                                                                                    ;Aceptado  ;9620293549790                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1722;1722 | B91220558 ORIGINAL ZONE OF MARKET, S.L.U.                                                                                                      ;Aceptado  ;9620312499195                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1723;1723 | A21103882 AGRUCONSA AGRUPACION DE CONSTRUCT                                                                                                    ;Aceptado  ;9320011355311                                     ;                                                  ;Gescobro                                          ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1723;1723 | A21103882 AGRUCONSA AGRUPACION DE CONSTRUCT                                                                                                    ;Aceptado  ;9320011355312                                     ;                                                  ;Gescobro                                          ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620303795641                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620303795640                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620303795671                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620303795673                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620304245184                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620304245197                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620303795654                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620303795660                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620303795662                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620303795665                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620304245183                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620304245195                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620303795653                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620303795663                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620303795664                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620304245185                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
      1724;1724 | B03917465 LUXENDER SL                                                                                                                          ;Aceptado  ;9620304245188                                     ;                                                  ;Promontoria                                       ;EGEO                                                                                                                                                                                                                                                      ;Caixabank                                                                                                                                                                                                                                                 ;Concursal                                                                                                                                             ;          ;                                                                                                                                                      ;                                        ;                                        ;                                        ;                                        ;                                                                                                    ;                                        ;                                        ;                                                  ;                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                      
